GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Benetton Renault,DNF,0
Brazil,30 Mar 1997,Benetton Renault,6,1
Argentina,13 Apr 1997,Benetton Renault,7,0
San Marino,27 Apr 1997,Benetton Renault,5,2
Monaco,11 May 1997,Benetton Renault,DNF,0
Spain,25 May 1997,Benetton Renault,3,4
Canada,15 Jun 1997,Benetton Renault,2,6
France,29 Jun 1997,Benetton Renault,5,2
Great Britain,13 Jul 1997,Benetton Renault,2,6
Germany,27 Jul 1997,Benetton Renault,6,1
Hungary,10 Aug 1997,Benetton Renault,11,0
Belgium,24 Aug 1997,Benetton Renault,8,0
Italy,07 Sep 1997,Benetton Renault,2,6
Austria,21 Sep 1997,Benetton Renault,DNF,0
Luxembourg,28 Sep 1997,Benetton Renault,2,6
Japan,12 Oct 1997,Benetton Renault,5,2
Europe,26 Oct 1997,Benetton Renault,13,0
