GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Jordan Peugeot,DNF,0
Brazil,30 Mar 1997,Jordan Peugeot,8,0
Argentina,13 Apr 1997,Jordan Peugeot,DNF,0
San Marino,27 Apr 1997,Jordan Peugeot,4,3
Monaco,11 May 1997,Jordan Peugeot,6,1
Spain,25 May 1997,Jordan Peugeot,9,0
Canada,15 Jun 1997,Jordan Peugeot,3,4
France,29 Jun 1997,Jordan Peugeot,9,0
Great Britain,13 Jul 1997,Jordan Peugeot,7,0
Germany,27 Jul 1997,Jordan Peugeot,DNF,0
Hungary,10 Aug 1997,Jordan Peugeot,DNF,0
Belgium,24 Aug 1997,Jordan Peugeot,2,6
Italy,07 Sep 1997,Jordan Peugeot,4,3
Austria,21 Sep 1997,Jordan Peugeot,4,3
Luxembourg,28 Sep 1997,Jordan Peugeot,DNF,0
Japan,12 Oct 1997,Jordan Peugeot,7,0
Europe,26 Oct 1997,Jordan Peugeot,11,0
