GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Sauber Petronas,DNF,0
Brazil,30 Mar 1997,Sauber Petronas,7,0
Argentina,13 Apr 1997,Sauber Petronas,4,3
San Marino,27 Apr 1997,Sauber Petronas,DNF,0
Monaco,11 May 1997,Sauber Petronas,DNF,0
Spain,25 May 1997,Sauber Petronas,5,2
Canada,15 Jun 1997,Sauber Petronas,5,2
France,29 Jun 1997,Sauber Petronas,8,0
Great Britain,13 Jul 1997,Sauber Petronas,DNF,0
Germany,27 Jul 1997,Sauber Petronas,DNF,0
Hungary,10 Aug 1997,Sauber Petronas,3,4
Belgium,24 Aug 1997,Sauber Petronas,4,3
Italy,07 Sep 1997,Sauber Petronas,DNF,0
Austria,21 Sep 1997,Sauber Petronas,8,0
Luxembourg,28 Sep 1997,Sauber Petronas,7,0
Japan,12 Oct 1997,Sauber Petronas,6,1
Europe,26 Oct 1997,Sauber Petronas,8,0
