GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Ferrari,2,6
Brazil,30 Mar 1997,Ferrari,5,2
Argentina,13 Apr 1997,Ferrari,DNF,0
San Marino,27 Apr 1997,Ferrari,2,6
Monaco,11 May 1997,Ferrari,1,10
Spain,25 May 1997,Ferrari,4,3
Canada,15 Jun 1997,Ferrari,1,10
France,29 Jun 1997,Ferrari,1,10
Great Britain,13 Jul 1997,Ferrari,DNF,0
Germany,27 Jul 1997,Ferrari,2,6
Hungary,10 Aug 1997,Ferrari,4,3
Belgium,24 Aug 1997,Ferrari,1,10
Italy,07 Sep 1997,Ferrari,6,1
Austria,21 Sep 1997,Ferrari,6,1
Luxembourg,28 Sep 1997,Ferrari,DNF,0
Japan,12 Oct 1997,Ferrari,1,10
Europe,26 Oct 1997,Ferrari,DNF,0
