GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Tyrrell Ford,DNF,0
Brazil,30 Mar 1997,Tyrrell Ford,13,0
Argentina,13 Apr 1997,Tyrrell Ford,8,0
San Marino,27 Apr 1997,Tyrrell Ford,9,0
Monaco,11 May 1997,Tyrrell Ford,5,2
Spain,25 May 1997,Tyrrell Ford,DNF,0
Canada,15 Jun 1997,Tyrrell Ford,DNF,0
France,29 Jun 1997,Tyrrell Ford,DNF,0
Great Britain,13 Jul 1997,Tyrrell Ford,DNF,0
Germany,27 Jul 1997,Tyrrell Ford,DNF,0
Hungary,10 Aug 1997,Tyrrell Ford,13,0
Belgium,24 Aug 1997,Tyrrell Ford,11,0
Italy,07 Sep 1997,Tyrrell Ford,DNF,0
Austria,21 Sep 1997,Tyrrell Ford,DNF,0
Luxembourg,28 Sep 1997,Tyrrell Ford,10,0
Japan,12 Oct 1997,Tyrrell Ford,DNF,0
Europe,26 Oct 1997,Tyrrell Ford,12,0
