GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Minardi Hart,9,0
Brazil,30 Mar 1997,Minardi Hart,12,0
Argentina,13 Apr 1997,Minardi Hart,9,0
San Marino,27 Apr 1997,Minardi Hart,DNF,0
Monaco,11 May 1997,Minardi Hart,DNF,0
Spain,25 May 1997,Minardi Hart,15,0
Canada,15 Jun 1997,Minardi Hart,DNF,0
France,29 Jun 1997,Prost Mugen Honda,10,0
Great Britain,13 Jul 1997,Prost Mugen Honda,8,0
Germany,27 Jul 1997,Prost Mugen Honda,4,3
Hungary,10 Aug 1997,Prost Mugen Honda,7,0
Belgium,24 Aug 1997,Prost Mugen Honda,15,0
Italy,07 Sep 1997,Prost Mugen Honda,10,0
Austria,21 Sep 1997,Prost Mugen Honda,DNF,0
