POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Mark Webber,RBR Renault,66,1:35:44.101,25
2,8,Fernando Alonso,Ferrari,66,+24.065s,18
3,5,Sebastian Vettel,RBR Renault,66,+51.338s,15
4,3,Michael Schumacher,Mercedes,66,+62.195s,12
5,1,Jenson Button,McLaren Mercedes,66,+63.728s,10
6,7,Felipe Massa,Ferrari,66,+65.767s,8
7,14,Adrian Sutil,Force India Mercedes,66,+72.941s,6
8,11,Robert Kubica,Renault,66,+73.677s,4
9,9,Rubens Barrichello,Williams Cosworth,65,+1 lap,2
10,17,Jaime Alguersuari,STR Ferrari,65,+1 lap,1
11,12,Vitaly Petrov,Renault,65,+1 lap,0
12,23,Kamui Kobayashi,Sauber Ferrari,65,+1 lap,0
13,4,Nico Rosberg,Mercedes,65,+1 lap,0
14,2,Lewis Hamilton,McLaren Mercedes,64,DNF,0
15,15,Vitantonio Liuzzi,Force India Mercedes,64,DNF,0
16,10,Nico Hulkenberg,Williams Cosworth,64,+2 laps,0
17,18,Jarno Trulli,Lotus Cosworth,63,+3 laps,0
18,24,Timo Glock,Virgin Cosworth,63,+3 laps,0
19,25,Lucas di Grassi,Virgin Cosworth,62,+4 laps,0
NC,16,Sebastien Buemi,STR Ferrari,42,DNF,0
NC,20,Karun Chandhok,HRT Cosworth,27,DNF,0
NC,22,Pedro de la Rosa,Sauber Ferrari,18,DNF,0
NC,21,Bruno Senna,HRT Cosworth,0,DNF,0
NC,19,Heikki Kovalainen,Lotus Cosworth,,DNS,0
