GRAND PRIX,DATE,PTS
Brazil,23 Mar 1986,0
Spain,13 Apr 1986,7
San Marino,27 Apr 1986,11
Monaco,11 May 1986,15
Belgium,25 May 1986,1
Canada,15 Jun 1986,9
Detroit,22 Jun 1986,4
France,06 Jul 1986,9
Great Britain,13 Jul 1986,4
Germany,27 Jul 1986,3
Hungary,10 Aug 1986,0
Austria,17 Aug 1986,9
Italy,07 Sep 1986,3
Portugal,21 Sep 1986,6
Mexico,12 Oct 1986,6
Australia,26 Oct 1986,9
