POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Nelson Piquet,Brabham Ford,60,1:38:07.520,9
2,27,Alan Jones,Williams Ford,60,+28.930s,6
3,28,Carlos Reutemann,Williams Ford,60,+73.670s,4
4,12,Elio de Angelis,Lotus Ford,59,+1 lap,3
5,21,Keke Rosberg,Fittipaldi Ford,59,+1 lap,2
6,25,Didier Pironi,Ligier Ford,59,+1 lap,1
7,8,Alain Prost,McLaren Ford,59,+1 lap,0
8,1,Jody Scheckter,Ferrari,59,+1 lap,0
9,26,Jacques Laffite,Ligier Ford,59,+1 lap,0
10,16,Rene Arnoux,Renault,58,+2 laps,0
11,50,Rupert Keegan,Williams Ford,58,+2 laps,0
12,31,Eddie Cheever,Osella Ford,57,+3 laps,0
13,3,Jean-Pierre Jarier,Tyrrell Ford,54,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,53,DNF,0
NC,9,Marc Surer,ATS Ford,45,DNF,0
NC,11,Mario Andretti,Lotus Ford,40,DNF,0
NC,29,Riccardo Patrese,Arrows Ford,38,DNF,0
NC,4,Derek Daly,Tyrrell Ford,33,DNF,0
NC,7,John Watson,McLaren Ford,20,DNF,0
NC,6,Hector Rebaque,Brabham Ford,18,DNF,0
NC,20,Emerson Fittipaldi,Fittipaldi Ford,17,DNF,0
NC,2,Gilles Villeneuve,Ferrari,5,DNF,0
NC,23,Bruno Giacomelli,Alfa Romeo,5,DNF,0
NC,22,Vittorio Brambilla,Alfa Romeo,4,DNF,0
NC,43,Nigel Mansell,Lotus Ford,,DNS,0
NC,30,Manfred Winkelhock,Arrows Ford,,DNS,0
NC,14,Jan Lammers,Ensign Ford,,DNS,0
NC,41,Geoff Lees,Ensign Ford,,DNS,0
