GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 2003,Williams BMW,2,8
Malaysia,23 Mar 2003,Williams BMW,12,0
Brazil,06 Apr 2003,Williams BMW,DNF,0
San Marino,20 Apr 2003,Williams BMW,7,2
Spain,04 May 2003,Williams BMW,4,5
Austria,18 May 2003,Williams BMW,DNF,0
Monaco,01 Jun 2003,Williams BMW,1,10
Canada,15 Jun 2003,Williams BMW,3,6
Europe,29 Jun 2003,Williams BMW,2,8
France,06 Jul 2003,Williams BMW,2,8
Great Britain,20 Jul 2003,Williams BMW,2,8
Germany,03 Aug 2003,Williams BMW,1,10
Hungary,24 Aug 2003,Williams BMW,3,6
Italy,14 Sep 2003,Williams BMW,2,8
United States,28 Sep 2003,Williams BMW,6,3
Japan,12 Oct 2003,Williams BMW,DNF,0
