GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 2003,Williams BMW,8,1
Malaysia,23 Mar 2003,Williams BMW,4,5
Brazil,06 Apr 2003,Williams BMW,7,2
San Marino,20 Apr 2003,Williams BMW,4,5
Spain,04 May 2003,Williams BMW,5,4
Austria,18 May 2003,Williams BMW,6,3
Monaco,01 Jun 2003,Williams BMW,4,5
Canada,15 Jun 2003,Williams BMW,2,8
Europe,29 Jun 2003,Williams BMW,1,10
France,06 Jul 2003,Williams BMW,1,10
Great Britain,20 Jul 2003,Williams BMW,9,0
Germany,03 Aug 2003,Williams BMW,DNF,0
Hungary,24 Aug 2003,Williams BMW,4,5
United States,28 Sep 2003,Williams BMW,DNF,0
Japan,12 Oct 2003,Williams BMW,12,0
