GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Germany,03 Aug 2003,Minardi Cosworth,12,0
Hungary,24 Aug 2003,Minardi Cosworth,13,0
Italy,14 Sep 2003,Minardi Cosworth,12,0
United States,28 Sep 2003,Minardi Cosworth,11,0
Japan,12 Oct 2003,Minardi Cosworth,16,0
