GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 2003,Ferrari,DNF,0
Malaysia,23 Mar 2003,Ferrari,2,8
Brazil,06 Apr 2003,Ferrari,DNF,0
San Marino,20 Apr 2003,Ferrari,3,6
Spain,04 May 2003,Ferrari,3,6
Austria,18 May 2003,Ferrari,3,6
Monaco,01 Jun 2003,Ferrari,8,1
Canada,15 Jun 2003,Ferrari,5,4
Europe,29 Jun 2003,Ferrari,3,6
France,06 Jul 2003,Ferrari,7,2
Great Britain,20 Jul 2003,Ferrari,1,10
Germany,03 Aug 2003,Ferrari,DNF,0
Hungary,24 Aug 2003,Ferrari,DNF,0
Italy,14 Sep 2003,Ferrari,3,6
United States,28 Sep 2003,Ferrari,DNF,0
Japan,12 Oct 2003,Ferrari,1,10
