GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,07 Mar 2004,McLaren Mercedes,DNF,0
Malaysia,21 Mar 2004,McLaren Mercedes,DNF,0
Bahrain,04 Apr 2004,McLaren Mercedes,DNF,0
San Marino,25 Apr 2004,McLaren Mercedes,8,1
Spain,09 May 2004,McLaren Mercedes,11,0
Monaco,23 May 2004,McLaren Mercedes,DNF,0
Europe,30 May 2004,McLaren Mercedes,DNF,0
Canada,13 Jun 2004,McLaren Mercedes,5,4
United States,20 Jun 2004,McLaren Mercedes,6,3
France,04 Jul 2004,McLaren Mercedes,7,2
Great Britain,11 Jul 2004,McLaren Mercedes,2,8
Germany,25 Jul 2004,McLaren Mercedes,DNF,0
Hungary,15 Aug 2004,McLaren Mercedes,DNF,0
Belgium,29 Aug 2004,McLaren Mercedes,1,10
Italy,12 Sep 2004,McLaren Mercedes,DNF,0
China,26 Sep 2004,McLaren Mercedes,3,6
Japan,10 Oct 2004,McLaren Mercedes,6,3
Brazil,24 Oct 2004,McLaren Mercedes,2,8
