GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,07 Mar 2004,Ferrari,1,10
Malaysia,21 Mar 2004,Ferrari,1,10
Bahrain,04 Apr 2004,Ferrari,1,10
San Marino,25 Apr 2004,Ferrari,1,10
Spain,09 May 2004,Ferrari,1,10
Monaco,23 May 2004,Ferrari,DNF,0
Europe,30 May 2004,Ferrari,1,10
Canada,13 Jun 2004,Ferrari,1,10
United States,20 Jun 2004,Ferrari,1,10
France,04 Jul 2004,Ferrari,1,10
Great Britain,11 Jul 2004,Ferrari,1,10
Germany,25 Jul 2004,Ferrari,1,10
Hungary,15 Aug 2004,Ferrari,1,10
Belgium,29 Aug 2004,Ferrari,2,8
Italy,12 Sep 2004,Ferrari,2,8
China,26 Sep 2004,Ferrari,12,0
Japan,10 Oct 2004,Ferrari,1,10
Brazil,24 Oct 2004,Ferrari,7,2
