GRAND PRIX,DATE,PTS
Argentina,09 Jan 1977,1
Brazil,23 Jan 1977,0
South Africa,05 Mar 1977,0
USA West,03 Apr 1977,0
Spain,08 May 1977,0
Monaco,22 May 1977,0
Belgium,05 Jun 1977,0
Sweden,19 Jun 1977,0
France,03 Jul 1977,0
Great Britain,16 Jul 1977,0
Germany,31 Jul 1977,1
Austria,14 Aug 1977,0
Netherlands,28 Aug 1977,2
Italy,11 Sep 1977,2
USA East,02 Oct 1977,2
Canada,09 Oct 1977,2
Japan,23 Oct 1977,0
