GRAND PRIX,DATE,PTS
Argentina,09 Jan 1977,3
Brazil,23 Jan 1977,3
South Africa,05 Mar 1977,0
USA West,03 Apr 1977,2
Spain,08 May 1977,0
Monaco,22 May 1977,0
Belgium,05 Jun 1977,0
Sweden,19 Jun 1977,0
France,03 Jul 1977,0
Great Britain,16 Jul 1977,0
Austria,14 Aug 1977,0
Netherlands,28 Aug 1977,3
USA East,02 Oct 1977,0
Canada,09 Oct 1977,0
