GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,23 Mar 1986,Lotus Renault,2,6
Spain,13 Apr 1986,Lotus Renault,1,9
San Marino,27 Apr 1986,Lotus Renault,DNF,0
Monaco,11 May 1986,Lotus Renault,3,4
Belgium,25 May 1986,Lotus Renault,2,6
Canada,15 Jun 1986,Lotus Renault,5,2
Detroit,22 Jun 1986,Lotus Renault,1,9
France,06 Jul 1986,Lotus Renault,DNF,0
Great Britain,13 Jul 1986,Lotus Renault,DNF,0
Germany,27 Jul 1986,Lotus Renault,2,6
Hungary,10 Aug 1986,Lotus Renault,2,6
Austria,17 Aug 1986,Lotus Renault,DNF,0
Italy,07 Sep 1986,Lotus Renault,DNS,0
Portugal,21 Sep 1986,Lotus Renault,DNF,3
Mexico,12 Oct 1986,Lotus Renault,3,4
Australia,26 Oct 1986,Lotus Renault,DNF,0
