GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,23 Mar 1986,McLaren TAG,DNF,0
Spain,13 Apr 1986,McLaren TAG,3,4
San Marino,27 Apr 1986,McLaren TAG,1,9
Monaco,11 May 1986,McLaren TAG,1,9
Belgium,25 May 1986,McLaren TAG,6,1
Canada,15 Jun 1986,McLaren TAG,2,6
Detroit,22 Jun 1986,McLaren TAG,3,4
France,06 Jul 1986,McLaren TAG,2,6
Great Britain,13 Jul 1986,McLaren TAG,3,4
Germany,27 Jul 1986,McLaren TAG,DNF,1
Hungary,10 Aug 1986,McLaren TAG,DNF,0
Austria,17 Aug 1986,McLaren TAG,1,9
Italy,07 Sep 1986,McLaren TAG,DNF,0
Portugal,21 Sep 1986,McLaren TAG,2,6
Mexico,12 Oct 1986,McLaren TAG,2,6
Australia,26 Oct 1986,McLaren TAG,1,9
