GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,23 Mar 1986,Williams Honda,DNS,0
Spain,13 Apr 1986,Williams Honda,2,6
San Marino,27 Apr 1986,Williams Honda,DNF,0
Monaco,11 May 1986,Williams Honda,4,3
Belgium,25 May 1986,Williams Honda,1,9
Canada,15 Jun 1986,Williams Honda,1,9
Detroit,22 Jun 1986,Williams Honda,5,2
France,06 Jul 1986,Williams Honda,1,9
Great Britain,13 Jul 1986,Williams Honda,1,9
Germany,27 Jul 1986,Williams Honda,3,4
Hungary,10 Aug 1986,Williams Honda,3,4
Austria,17 Aug 1986,Williams Honda,DNF,0
Italy,07 Sep 1986,Williams Honda,2,6
Portugal,21 Sep 1986,Williams Honda,1,9
Mexico,12 Oct 1986,Williams Honda,5,2
Australia,26 Oct 1986,Williams Honda,DNF,0
