GRAND PRIX,DATE,PTS
Australia,17 Mar 2013,26
Malaysia,24 Mar 2013,14
China,14 Apr 2013,20
Bahrain,21 Apr 2013,33
Spain,12 May 2013,18
Monaco,26 May 2013,1
Canada,09 Jun 2013,2
Great Britain,30 Jun 2013,10
Germany,07 Jul 2013,33
Hungary,28 Jul 2013,26
Belgium,25 Aug 2013,4
Italy,08 Sep 2013,4
Singapore,22 Sep 2013,15
South Korea,06 Oct 2013,33
Japan,13 Oct 2013,25
India,27 Oct 2013,21
Abu Dhabi,03 Nov 2013,12
United States,17 Nov 2013,18
Brazil,24 Nov 2013,0
