GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,Toyota,9,0
Malaysia,20 Mar 2005,Toyota,2,8
Bahrain,03 Apr 2005,Toyota,2,8
San Marino,24 Apr 2005,Toyota,5,4
Spain,08 May 2005,Toyota,3,6
Monaco,22 May 2005,Toyota,10,0
Europe,29 May 2005,Toyota,8,1
Canada,12 Jun 2005,Toyota,DNF,0
United States,19 Jun 2005,Toyota,DNF,0
France,03 Jul 2005,Toyota,5,4
Great Britain,10 Jul 2005,Toyota,9,0
Germany,24 Jul 2005,Toyota,DNF,0
Hungary,31 Jul 2005,Toyota,4,5
Turkey,21 Aug 2005,Toyota,6,3
Italy,04 Sep 2005,Toyota,5,4
Belgium,11 Sep 2005,Toyota,DNF,0
Brazil,25 Sep 2005,Toyota,DNF,0
Japan,09 Oct 2005,Toyota,DNF,0
China,16 Oct 2005,Toyota,15,0
