GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,BAR Honda,DNF,0
Bahrain,03 Apr 2005,BAR Honda,DNF,0
Europe,29 May 2005,BAR Honda,12,0
Canada,12 Jun 2005,BAR Honda,DNF,0
United States,19 Jun 2005,BAR Honda,DNF,0
France,03 Jul 2005,BAR Honda,11,0
Great Britain,10 Jul 2005,BAR Honda,16,0
Germany,24 Jul 2005,BAR Honda,12,0
Hungary,31 Jul 2005,BAR Honda,8,1
Turkey,21 Aug 2005,BAR Honda,9,0
Italy,04 Sep 2005,BAR Honda,16,0
Belgium,11 Sep 2005,BAR Honda,DNF,0
Brazil,25 Sep 2005,BAR Honda,10,0
China,16 Oct 2005,BAR Honda,DNF,0
