GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,Ferrari,2,8
Malaysia,20 Mar 2005,Ferrari,DNF,0
Bahrain,03 Apr 2005,Ferrari,9,0
San Marino,24 Apr 2005,Ferrari,DNF,0
Spain,08 May 2005,Ferrari,9,0
Monaco,22 May 2005,Ferrari,8,1
Europe,29 May 2005,Ferrari,3,6
Canada,12 Jun 2005,Ferrari,3,6
United States,19 Jun 2005,Ferrari,2,8
France,03 Jul 2005,Ferrari,9,0
Great Britain,10 Jul 2005,Ferrari,7,2
Germany,24 Jul 2005,Ferrari,10,0
Hungary,31 Jul 2005,Ferrari,10,0
Turkey,21 Aug 2005,Ferrari,10,0
Italy,04 Sep 2005,Ferrari,12,0
Belgium,11 Sep 2005,Ferrari,5,4
Brazil,25 Sep 2005,Ferrari,6,3
Japan,09 Oct 2005,Ferrari,11,0
China,16 Oct 2005,Ferrari,12,0
