GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,Toyota,12,0
Malaysia,20 Mar 2005,Toyota,5,4
Bahrain,03 Apr 2005,Toyota,4,5
San Marino,24 Apr 2005,Toyota,9,0
Spain,08 May 2005,Toyota,4,5
Monaco,22 May 2005,Toyota,6,3
Europe,29 May 2005,Toyota,DNF,0
Canada,12 Jun 2005,Toyota,6,3
France,03 Jul 2005,Toyota,7,2
Great Britain,10 Jul 2005,Toyota,8,1
Germany,24 Jul 2005,Toyota,6,3
Hungary,31 Jul 2005,Toyota,3,6
Turkey,21 Aug 2005,Toyota,12,0
Italy,04 Sep 2005,Toyota,6,3
Belgium,11 Sep 2005,Toyota,7,2
Brazil,25 Sep 2005,Toyota,8,1
Japan,09 Oct 2005,Toyota,8,1
China,16 Oct 2005,Toyota,3,6
