GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,RBR Cosworth,7,2
Malaysia,20 Mar 2005,RBR Cosworth,8,1
Bahrain,03 Apr 2005,RBR Cosworth,DNF,0
Canada,12 Jun 2005,RBR Cosworth,8,1
United States,19 Jun 2005,RBR Cosworth,DNF,0
France,03 Jul 2005,RBR Cosworth,DNF,0
Great Britain,10 Jul 2005,RBR Cosworth,15,0
Germany,24 Jul 2005,RBR Cosworth,9,0
Hungary,31 Jul 2005,RBR Cosworth,DNF,0
Turkey,21 Aug 2005,RBR Cosworth,8,1
Italy,04 Sep 2005,RBR Cosworth,13,0
Belgium,11 Sep 2005,RBR Cosworth,9,0
Brazil,25 Sep 2005,RBR Cosworth,9,0
Japan,09 Oct 2005,RBR Cosworth,9,0
China,16 Oct 2005,RBR Cosworth,5,4
