GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,Williams BMW,DNF,0
Malaysia,20 Mar 2005,Williams BMW,3,6
Bahrain,03 Apr 2005,Williams BMW,DNF,0
San Marino,24 Apr 2005,Williams BMW,6,3
Spain,08 May 2005,Williams BMW,10,0
Monaco,22 May 2005,Williams BMW,2,8
Europe,29 May 2005,Williams BMW,2,8
Canada,12 Jun 2005,Williams BMW,DNF,0
United States,19 Jun 2005,Williams BMW,DNF,0
France,03 Jul 2005,Williams BMW,14,0
Great Britain,10 Jul 2005,Williams BMW,12,0
Germany,24 Jul 2005,Williams BMW,11,0
Hungary,31 Jul 2005,Williams BMW,6,3
Turkey,21 Aug 2005,Williams BMW,DNF,0
