GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,McLaren Mercedes,8,1
Malaysia,20 Mar 2005,McLaren Mercedes,9,0
Bahrain,03 Apr 2005,McLaren Mercedes,3,6
San Marino,24 Apr 2005,McLaren Mercedes,DNF,0
Spain,08 May 2005,McLaren Mercedes,1,10
Monaco,22 May 2005,McLaren Mercedes,1,10
Europe,29 May 2005,McLaren Mercedes,DNF,0
Canada,12 Jun 2005,McLaren Mercedes,1,10
United States,19 Jun 2005,McLaren Mercedes,DNF,0
France,03 Jul 2005,McLaren Mercedes,2,8
Great Britain,10 Jul 2005,McLaren Mercedes,3,6
Germany,24 Jul 2005,McLaren Mercedes,DNF,0
Hungary,31 Jul 2005,McLaren Mercedes,1,10
Turkey,21 Aug 2005,McLaren Mercedes,1,10
Italy,04 Sep 2005,McLaren Mercedes,4,5
Belgium,11 Sep 2005,McLaren Mercedes,1,10
Brazil,25 Sep 2005,McLaren Mercedes,2,8
Japan,09 Oct 2005,McLaren Mercedes,1,10
China,16 Oct 2005,McLaren Mercedes,2,8
