GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,06 Mar 2005,McLaren Mercedes,6,3
Malaysia,20 Mar 2005,McLaren Mercedes,4,5
Spain,08 May 2005,McLaren Mercedes,7,2
Monaco,22 May 2005,McLaren Mercedes,5,4
Europe,29 May 2005,McLaren Mercedes,7,2
United States,19 Jun 2005,McLaren Mercedes,DNF,0
France,03 Jul 2005,McLaren Mercedes,DNF,0
Great Britain,10 Jul 2005,McLaren Mercedes,1,10
Germany,24 Jul 2005,McLaren Mercedes,2,8
Hungary,31 Jul 2005,McLaren Mercedes,DNF,0
Turkey,21 Aug 2005,McLaren Mercedes,3,6
Italy,04 Sep 2005,McLaren Mercedes,1,10
Belgium,11 Sep 2005,McLaren Mercedes,DNF,0
Brazil,25 Sep 2005,McLaren Mercedes,1,10
Japan,09 Oct 2005,McLaren Mercedes,DNF,0
China,16 Oct 2005,McLaren Mercedes,DNF,0
