GRAND PRIX,DRIVER,CAR,TIME
Argentina,Juan Manuel Fangio,Maserati,1:41.800
Monaco,Mike Hawthorn,Ferrari,1:40.600
Netherlands,Stirling Moss,Vanwall,1:37.600
Indianapolis 500,Tony Bettenhausen,Epperly Offenhauser,1:02.370
Belgium,Mike Hawthorn,Ferrari,3:58.300
France,Mike Hawthorn,Ferrari,2:24.900
Great Britain,Mike Hawthorn,Ferrari,1:40.800
Germany,Stirling Moss,Vanwall,9:09.200
Portugal,Mike Hawthorn,Ferrari,2:32.270
Italy,Phil Hill,Ferrari,1:42.900
Morocco,Stirling Moss,Vanwall,2:22.500
