GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Austria,05 Jul 2020,Racing Point BWT Mercedes,DNF,0
Styria,12 Jul 2020,Racing Point BWT Mercedes,7,6
Hungary,19 Jul 2020,Racing Point BWT Mercedes,4,12
Great Britain,02 Aug 2020,Racing Point BWT Mercedes,9,2
70th Anniversary,09 Aug 2020,Racing Point BWT Mercedes,6,8
Spain,16 Aug 2020,Racing Point BWT Mercedes,4,12
Belgium,30 Aug 2020,Racing Point BWT Mercedes,9,2
Italy,06 Sep 2020,Racing Point BWT Mercedes,3,15
Tuscany,13 Sep 2020,Racing Point BWT Mercedes,DNF,0
Russia,27 Sep 2020,Racing Point BWT Mercedes,DNF,0
Portugal,25 Oct 2020,Racing Point BWT Mercedes,DNF,0
Emilia Romagna,01 Nov 2020,Racing Point BWT Mercedes,13,0
Turkey,15 Nov 2020,Racing Point BWT Mercedes,9,2
Bahrain,29 Nov 2020,Racing Point BWT Mercedes,DNF,0
Sakhir,06 Dec 2020,Racing Point BWT Mercedes,3,15
Abu Dhabi,13 Dec 2020,Racing Point BWT Mercedes,10,1
