GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Austria,05 Jul 2020,AlphaTauri Honda,DNF,0
Styria,12 Jul 2020,AlphaTauri Honda,10,1
Hungary,19 Jul 2020,AlphaTauri Honda,12,0
Great Britain,02 Aug 2020,AlphaTauri Honda,DNF,0
70th Anniversary,09 Aug 2020,AlphaTauri Honda,10,1
Spain,16 Aug 2020,AlphaTauri Honda,12,0
Belgium,30 Aug 2020,AlphaTauri Honda,11,0
Italy,06 Sep 2020,AlphaTauri Honda,9,2
Tuscany,13 Sep 2020,AlphaTauri Honda,7,6
Russia,27 Sep 2020,AlphaTauri Honda,8,4
Eifel,11 Oct 2020,AlphaTauri Honda,15,0
Portugal,25 Oct 2020,AlphaTauri Honda,19,0
Emilia Romagna,01 Nov 2020,AlphaTauri Honda,4,12
Turkey,15 Nov 2020,AlphaTauri Honda,12,0
Bahrain,29 Nov 2020,AlphaTauri Honda,11,0
Sakhir,06 Dec 2020,AlphaTauri Honda,7,6
Abu Dhabi,13 Dec 2020,AlphaTauri Honda,11,0
