GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Austria,05 Jul 2020,Renault,DNF,0
Styria,12 Jul 2020,Renault,8,4
Hungary,19 Jul 2020,Renault,8,4
Great Britain,02 Aug 2020,Renault,4,12
70th Anniversary,09 Aug 2020,Renault,14,0
Spain,16 Aug 2020,Renault,11,0
Belgium,30 Aug 2020,Renault,4,13
Italy,06 Sep 2020,Renault,6,8
Tuscany,13 Sep 2020,Renault,4,12
Russia,27 Sep 2020,Renault,5,10
Eifel,11 Oct 2020,Renault,3,15
Portugal,25 Oct 2020,Renault,9,2
Emilia Romagna,01 Nov 2020,Renault,3,15
Turkey,15 Nov 2020,Renault,10,1
Bahrain,29 Nov 2020,Renault,7,6
Sakhir,06 Dec 2020,Renault,5,10
Abu Dhabi,13 Dec 2020,Renault,7,7
