GRAND PRIX,DATE,PTS
Australia,09 Mar 1997,2
Brazil,30 Mar 1997,4
Argentina,13 Apr 1997,0
San Marino,27 Apr 1997,0
Monaco,11 May 1997,3
Spain,25 May 1997,6
Canada,15 Jun 1997,1
France,29 Jun 1997,0
Great Britain,13 Jul 1997,0
Germany,27 Jul 1997,3
Hungary,10 Aug 1997,1
Belgium,24 Aug 1997,0
Italy,07 Sep 1997,0
Austria,21 Sep 1997,0
Luxembourg,28 Sep 1997,1
Japan,12 Oct 1997,0
Europe,26 Oct 1997,0
