GRAND PRIX,DATE,PTS
Australia,09 Mar 1997,0
Brazil,30 Mar 1997,0
Argentina,13 Apr 1997,4
San Marino,27 Apr 1997,3
Monaco,11 May 1997,1
Spain,25 May 1997,0
Canada,15 Jun 1997,4
France,29 Jun 1997,1
Great Britain,13 Jul 1997,2
Germany,27 Jul 1997,2
Hungary,10 Aug 1997,2
Belgium,24 Aug 1997,6
Italy,07 Sep 1997,3
Austria,21 Sep 1997,5
Luxembourg,28 Sep 1997,0
Japan,12 Oct 1997,0
Europe,26 Oct 1997,0
