GRAND PRIX,DATE,PTS
Mexico,28 May 1989,0
United States,04 Jun 1989,0
Canada,18 Jun 1989,0
France,09 Jul 1989,2
Great Britain,16 Jul 1989,0
Germany,30 Jul 1989,0
Hungary,13 Aug 1989,0
Belgium,27 Aug 1989,0
Italy,10 Sep 1989,0
Portugal,24 Sep 1989,4
Spain,01 Oct 1989,0
Australia,05 Nov 1989,0
