GRAND PRIX,DATE,PTS
Brazil,26 Mar 1989,0
San Marino,23 Apr 1989,3
Monaco,07 May 1989,0
Mexico,28 May 1989,6
United States,04 Jun 1989,7
Canada,18 Jun 1989,15
France,09 Jul 1989,4
Great Britain,16 Jul 1989,0
Germany,30 Jul 1989,3
Hungary,13 Aug 1989,4
Belgium,27 Aug 1989,3
Italy,10 Sep 1989,7
Portugal,24 Sep 1989,0
Spain,01 Oct 1989,2
Japan,22 Oct 1989,10
Australia,05 Nov 1989,13
