GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Switzerland,18 May 1952,Ferrari,1,9
Belgium,22 Jun 1952,Ferrari,DNF,0
France,06 Jul 1952,Ferrari,3,4
Great Britain,19 Jul 1952,Ferrari,2,6
Germany,03 Aug 1952,Ferrari,4,3
Italy,07 Sep 1952,Ferrari,7,0
