POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,53,1:14:19.838,10
2,3,Juan Pablo Montoya,Williams BMW,53,+5.294s,8
3,2,Rubens Barrichello,Ferrari,53,+11.835s,6
4,6,Kimi Räikkönen,McLaren Mercedes,53,+12.834s,5
5,4,Marc Gene,Williams BMW,53,+27.891s,4
6,16,Jacques Villeneuve,BAR Honda,52,+1 lap,3
7,14,Mark Webber,Jaguar Cosworth,52,+1 lap,2
8,8,Fernando Alonso,Renault,52,+1 lap,1
9,9,Nick Heidfeld,Sauber Petronas,52,+1 lap,0
10,11,Giancarlo Fisichella,Jordan Ford,52,+1 lap,0
11,12,Zsolt Baumgartner,Jordan Ford,51,+2 laps,0
12,18,Nicolas Kiesa,Minardi Cosworth,51,+2 laps,0
13,10,Heinz-Harald Frentzen,Sauber Petronas,50,DNF,0
NC,5,David Coulthard,McLaren Mercedes,45,DNF,0
NC,20,Olivier Panis,Toyota,35,DNF,0
NC,19,Jos Verstappen,Minardi Cosworth,27,DNF,0
NC,17,Jenson Button,BAR Honda,24,DNF,0
NC,21,Cristiano da Matta,Toyota,3,DNF,0
NC,15,Justin Wilson,Jaguar Cosworth,2,DNF,0
NC,7,Jarno Trulli,Renault,0,DNF,0
