POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Fernando Alonso,Renault,70,1:39:01.460,10
2,6,Kimi Räikkönen,McLaren Mercedes,70,+16.768s,8
3,3,Juan Pablo Montoya,Williams BMW,70,+34.537s,6
4,4,Ralf Schumacher,Williams BMW,70,+35.620s,5
5,5,David Coulthard,McLaren Mercedes,70,+56.535s,4
6,14,Mark Webber,Jaguar Cosworth,70,+72.643s,3
7,7,Jarno Trulli,Renault,69,+1 lap,2
8,1,Michael Schumacher,Ferrari,69,+1 lap,1
9,9,Nick Heidfeld,Sauber Petronas,69,+1 lap,0
10,17,Jenson Button,BAR Honda,69,+1 lap,0
11,21,Cristiano da Matta,Toyota,68,+2 laps,0
12,19,Jos Verstappen,Minardi Cosworth,67,+3 laps,0
13,18,Nicolas Kiesa,Minardi Cosworth,66,+4 laps,0
NC,10,Heinz-Harald Frentzen,Sauber Petronas,47,DNF,0
NC,15,Justin Wilson,Jaguar Cosworth,42,DNF,0
NC,12,Zsolt Baumgartner,Jordan Ford,34,DNF,0
NC,20,Olivier Panis,Toyota,33,DNF,0
NC,11,Giancarlo Fisichella,Jordan Ford,28,DNF,0
NC,2,Rubens Barrichello,Ferrari,19,DNF,0
NC,16,Jacques Villeneuve,BAR Honda,14,DNF,0
