GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Mercedes,5,10
Malaysia,24 Mar 2013,Mercedes,3,15
China,14 Apr 2013,Mercedes,3,15
Bahrain,21 Apr 2013,Mercedes,5,10
Spain,12 May 2013,Mercedes,12,0
Monaco,26 May 2013,Mercedes,4,12
Canada,09 Jun 2013,Mercedes,3,15
Great Britain,30 Jun 2013,Mercedes,4,12
Germany,07 Jul 2013,Mercedes,5,10
Hungary,28 Jul 2013,Mercedes,1,25
Belgium,25 Aug 2013,Mercedes,3,15
Italy,08 Sep 2013,Mercedes,9,2
Singapore,22 Sep 2013,Mercedes,5,10
South Korea,06 Oct 2013,Mercedes,5,10
Japan,13 Oct 2013,Mercedes,DNF,0
India,27 Oct 2013,Mercedes,6,8
Abu Dhabi,03 Nov 2013,Mercedes,7,6
United States,17 Nov 2013,Mercedes,4,12
Brazil,24 Nov 2013,Mercedes,9,2
