GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Mercedes,DNF,0
Malaysia,24 Mar 2013,Mercedes,4,12
China,14 Apr 2013,Mercedes,DNF,0
Bahrain,21 Apr 2013,Mercedes,9,2
Spain,12 May 2013,Mercedes,6,8
Monaco,26 May 2013,Mercedes,1,25
Canada,09 Jun 2013,Mercedes,5,10
Great Britain,30 Jun 2013,Mercedes,1,25
Germany,07 Jul 2013,Mercedes,9,2
Hungary,28 Jul 2013,Mercedes,DNF,0
Belgium,25 Aug 2013,Mercedes,4,12
Italy,08 Sep 2013,Mercedes,6,8
Singapore,22 Sep 2013,Mercedes,4,12
South Korea,06 Oct 2013,Mercedes,7,6
Japan,13 Oct 2013,Mercedes,8,4
India,27 Oct 2013,Mercedes,2,18
Abu Dhabi,03 Nov 2013,Mercedes,3,15
United States,17 Nov 2013,Mercedes,9,2
Brazil,24 Nov 2013,Mercedes,5,10
