GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Red Bull Racing Renault,6,8
Malaysia,24 Mar 2013,Red Bull Racing Renault,2,18
China,14 Apr 2013,Red Bull Racing Renault,DNF,0
Bahrain,21 Apr 2013,Red Bull Racing Renault,7,6
Spain,12 May 2013,Red Bull Racing Renault,5,10
Monaco,26 May 2013,Red Bull Racing Renault,3,15
Canada,09 Jun 2013,Red Bull Racing Renault,4,12
Great Britain,30 Jun 2013,Red Bull Racing Renault,2,18
Germany,07 Jul 2013,Red Bull Racing Renault,7,6
Hungary,28 Jul 2013,Red Bull Racing Renault,4,12
Belgium,25 Aug 2013,Red Bull Racing Renault,5,10
Italy,08 Sep 2013,Red Bull Racing Renault,3,15
Singapore,22 Sep 2013,Red Bull Racing Renault,DNF,0
South Korea,06 Oct 2013,Red Bull Racing Renault,DNF,0
Japan,13 Oct 2013,Red Bull Racing Renault,2,18
India,27 Oct 2013,Red Bull Racing Renault,DNF,0
Abu Dhabi,03 Nov 2013,Red Bull Racing Renault,2,18
United States,17 Nov 2013,Red Bull Racing Renault,3,15
Brazil,24 Nov 2013,Red Bull Racing Renault,2,18
