GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Lotus Renault,10,1
Malaysia,24 Mar 2013,Lotus Renault,6,8
China,14 Apr 2013,Lotus Renault,9,2
Bahrain,21 Apr 2013,Lotus Renault,3,15
Spain,12 May 2013,Lotus Renault,DNF,0
Monaco,26 May 2013,Lotus Renault,DNF,0
Canada,09 Jun 2013,Lotus Renault,13,0
Great Britain,30 Jun 2013,Lotus Renault,DNF,0
Germany,07 Jul 2013,Lotus Renault,3,15
Hungary,28 Jul 2013,Lotus Renault,6,8
Belgium,25 Aug 2013,Lotus Renault,8,4
Italy,08 Sep 2013,Lotus Renault,8,4
Singapore,22 Sep 2013,Lotus Renault,DNF,0
South Korea,06 Oct 2013,Lotus Renault,3,15
Japan,13 Oct 2013,Lotus Renault,3,15
India,27 Oct 2013,Lotus Renault,3,15
Abu Dhabi,03 Nov 2013,Lotus Renault,4,12
United States,17 Nov 2013,Lotus Renault,2,18
Brazil,24 Nov 2013,Lotus Renault,DNF,0
