GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Ferrari,4,12
Malaysia,24 Mar 2013,Ferrari,5,10
China,14 Apr 2013,Ferrari,6,8
Bahrain,21 Apr 2013,Ferrari,15,0
Spain,12 May 2013,Ferrari,3,15
Monaco,26 May 2013,Ferrari,DNF,0
Canada,09 Jun 2013,Ferrari,8,4
Great Britain,30 Jun 2013,Ferrari,6,8
Germany,07 Jul 2013,Ferrari,DNF,0
Hungary,28 Jul 2013,Ferrari,8,4
Belgium,25 Aug 2013,Ferrari,7,6
Italy,08 Sep 2013,Ferrari,4,12
Singapore,22 Sep 2013,Ferrari,6,8
South Korea,06 Oct 2013,Ferrari,9,2
Japan,13 Oct 2013,Ferrari,10,1
India,27 Oct 2013,Ferrari,4,12
Abu Dhabi,03 Nov 2013,Ferrari,8,4
United States,17 Nov 2013,Ferrari,12,0
Brazil,24 Nov 2013,Ferrari,7,6
