GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Lotus Renault,1,25
Malaysia,24 Mar 2013,Lotus Renault,7,6
China,14 Apr 2013,Lotus Renault,2,18
Bahrain,21 Apr 2013,Lotus Renault,2,18
Spain,12 May 2013,Lotus Renault,2,18
Monaco,26 May 2013,Lotus Renault,10,1
Canada,09 Jun 2013,Lotus Renault,9,2
Great Britain,30 Jun 2013,Lotus Renault,5,10
Germany,07 Jul 2013,Lotus Renault,2,18
Hungary,28 Jul 2013,Lotus Renault,2,18
Belgium,25 Aug 2013,Lotus Renault,DNF,0
Italy,08 Sep 2013,Lotus Renault,11,0
Singapore,22 Sep 2013,Lotus Renault,3,15
South Korea,06 Oct 2013,Lotus Renault,2,18
Japan,13 Oct 2013,Lotus Renault,5,10
India,27 Oct 2013,Lotus Renault,7,6
Abu Dhabi,03 Nov 2013,Lotus Renault,DNF,0
