GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,McLaren Mercedes,11,0
Malaysia,24 Mar 2013,McLaren Mercedes,9,2
China,14 Apr 2013,McLaren Mercedes,11,0
Bahrain,21 Apr 2013,McLaren Mercedes,6,8
Spain,12 May 2013,McLaren Mercedes,9,2
Monaco,26 May 2013,McLaren Mercedes,DNF,0
Canada,09 Jun 2013,McLaren Mercedes,11,0
Great Britain,30 Jun 2013,McLaren Mercedes,DNF,0
Germany,07 Jul 2013,McLaren Mercedes,8,4
Hungary,28 Jul 2013,McLaren Mercedes,9,2
Belgium,25 Aug 2013,McLaren Mercedes,11,0
Italy,08 Sep 2013,McLaren Mercedes,12,0
Singapore,22 Sep 2013,McLaren Mercedes,8,4
South Korea,06 Oct 2013,McLaren Mercedes,10,1
Japan,13 Oct 2013,McLaren Mercedes,15,0
India,27 Oct 2013,McLaren Mercedes,5,10
Abu Dhabi,03 Nov 2013,McLaren Mercedes,9,2
United States,17 Nov 2013,McLaren Mercedes,7,6
Brazil,24 Nov 2013,McLaren Mercedes,6,8
