GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Ferrari,2,18
Malaysia,24 Mar 2013,Ferrari,DNF,0
China,14 Apr 2013,Ferrari,1,25
Bahrain,21 Apr 2013,Ferrari,8,4
Spain,12 May 2013,Ferrari,1,25
Monaco,26 May 2013,Ferrari,7,6
Canada,09 Jun 2013,Ferrari,2,18
Great Britain,30 Jun 2013,Ferrari,3,15
Germany,07 Jul 2013,Ferrari,4,12
Hungary,28 Jul 2013,Ferrari,5,10
Belgium,25 Aug 2013,Ferrari,2,18
Italy,08 Sep 2013,Ferrari,2,18
Singapore,22 Sep 2013,Ferrari,2,18
South Korea,06 Oct 2013,Ferrari,6,8
Japan,13 Oct 2013,Ferrari,4,12
India,27 Oct 2013,Ferrari,11,0
Abu Dhabi,03 Nov 2013,Ferrari,5,10
United States,17 Nov 2013,Ferrari,5,10
Brazil,24 Nov 2013,Ferrari,3,15
