GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,17 Mar 2013,Red Bull Racing Renault,3,15
Malaysia,24 Mar 2013,Red Bull Racing Renault,1,25
China,14 Apr 2013,Red Bull Racing Renault,4,12
Bahrain,21 Apr 2013,Red Bull Racing Renault,1,25
Spain,12 May 2013,Red Bull Racing Renault,4,12
Monaco,26 May 2013,Red Bull Racing Renault,2,18
Canada,09 Jun 2013,Red Bull Racing Renault,1,25
Great Britain,30 Jun 2013,Red Bull Racing Renault,DNF,0
Germany,07 Jul 2013,Red Bull Racing Renault,1,25
Hungary,28 Jul 2013,Red Bull Racing Renault,3,15
Belgium,25 Aug 2013,Red Bull Racing Renault,1,25
Italy,08 Sep 2013,Red Bull Racing Renault,1,25
Singapore,22 Sep 2013,Red Bull Racing Renault,1,25
South Korea,06 Oct 2013,Red Bull Racing Renault,1,25
Japan,13 Oct 2013,Red Bull Racing Renault,1,25
India,27 Oct 2013,Red Bull Racing Renault,1,25
Abu Dhabi,03 Nov 2013,Red Bull Racing Renault,1,25
United States,17 Nov 2013,Red Bull Racing Renault,1,25
Brazil,24 Nov 2013,Red Bull Racing Renault,1,25
