GRAND PRIX,DATE,PTS
Monaco,07 May 1967,3
Netherlands,04 Jun 1967,0
Canada,27 Aug 1967,0
Italy,10 Sep 1967,0
United States,01 Oct 1967,0
Mexico,22 Oct 1967,0
