GRAND PRIX,DATE,PTS
South Africa,02 Jan 1967,3
Monaco,07 May 1967,9
Netherlands,04 Jun 1967,6
Belgium,18 Jun 1967,0
France,02 Jul 1967,9
Great Britain,15 Jul 1967,6
Germany,06 Aug 1967,9
Canada,27 Aug 1967,9
Italy,10 Sep 1967,6
United States,01 Oct 1967,4
Mexico,22 Oct 1967,6
