GRAND PRIX,DATE,PTS
Argentina,13 Jan 1974,1
Brazil,27 Jan 1974,0
South Africa,30 Mar 1974,3
Spain,28 Apr 1974,2
Belgium,12 May 1974,4
Monaco,26 May 1974,6
Sweden,09 Jun 1974,9
Netherlands,23 Jun 1974,2
France,07 Jul 1974,3
Great Britain,20 Jul 1974,9
Germany,04 Aug 1974,6
Austria,18 Aug 1974,0
Italy,08 Sep 1974,4
Canada,22 Sep 1974,2
United States,06 Oct 1974,1
