POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Ludovico Scarfiotti,Ferrari,68,1:47:14.800,9
2,4,Mike Parkes,Ferrari,68,+5.800s,6
3,12,Denny Hulme,Brabham Repco,68,+6.100s,4
4,16,Jochen Rindt,Cooper Maserati,67,+1 lap,3
5,42,Mike Spence,Lotus BRM,67,+1 lap,2
6,40,Bob Anderson,Brabham Climax,66,+2 laps,1
7,48,Bob Bondurant,BRM,65,+3 laps,0
8,24,Peter Arundell,Lotus BRM,63,DNF,0
9,20,Giacomo Russo,Lotus Climax,63,+5 laps,0
NC,44,Giancarlo Baghetti,Ferrari,59,+9 laps,0
NC,22,Jim Clark,Lotus BRM,58,DNF,0
NC,36,Jo Siffert,Cooper Maserati,46,DNF,0
NC,2,Lorenzo Bandini,Ferrari,33,DNF,0
NC,14,John Surtees,Cooper Maserati,31,DNF,0
NC,18,Richie Ginther,Honda,16,DNF,0
NC,30,Dan Gurney,Eagle Weslake,7,DNF,0
NC,10,Jack Brabham,Brabham Repco,7,DNF,0
NC,28,Jackie Stewart,BRM,5,DNF,0
NC,38,Jo Bonnier,Cooper Maserati,3,DNF,0
NC,26,Graham Hill,BRM,0,DNF,0
