GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,Tyrrell Ford,7,0
San Marino,23 Apr 1989,Tyrrell Ford,6,1
Monaco,07 May 1989,Tyrrell Ford,9,0
Mexico,28 May 1989,Tyrrell Ford,DNF,0
United States,04 Jun 1989,Tyrrell Ford,DNF,0
Canada,18 Jun 1989,Tyrrell Ford,DNF,0
France,09 Jul 1989,Tyrrell Ford,10,0
Great Britain,16 Jul 1989,Tyrrell Ford,DNF,0
Germany,30 Jul 1989,Tyrrell Ford,DNF,0
Hungary,13 Aug 1989,Tyrrell Ford,13,0
Belgium,27 Aug 1989,Tyrrell Ford,14,0
Italy,10 Sep 1989,Tyrrell Ford,DNF,0
Portugal,24 Sep 1989,Tyrrell Ford,6,1
Spain,01 Oct 1989,Tyrrell Ford,10,0
Japan,22 Oct 1989,Tyrrell Ford,DNF,0
