GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,Williams Renault,DNF,0
San Marino,23 Apr 1989,Williams Renault,4,3
Monaco,07 May 1989,Williams Renault,10,0
Mexico,28 May 1989,Williams Renault,DNF,0
United States,04 Jun 1989,Williams Renault,6,1
Canada,18 Jun 1989,Williams Renault,1,9
France,09 Jul 1989,Williams Renault,DNF,0
Great Britain,16 Jul 1989,Williams Renault,10,0
Germany,30 Jul 1989,Williams Renault,DNF,0
Hungary,13 Aug 1989,Williams Renault,3,4
Belgium,27 Aug 1989,Williams Renault,4,3
Italy,10 Sep 1989,Williams Renault,3,4
Portugal,24 Sep 1989,Williams Renault,DNF,0
Spain,01 Oct 1989,Williams Renault,DNF,0
Japan,22 Oct 1989,Williams Renault,3,4
Australia,05 Nov 1989,Williams Renault,1,9
