GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,March Judd,3,4
San Marino,23 Apr 1989,March Judd,DNF,0
Monaco,07 May 1989,March Judd,DNF,0
United States,04 Jun 1989,March Judd,DNF,0
Canada,18 Jun 1989,March Judd,DNF,0
France,09 Jul 1989,March Judd,DNC,0
Great Britain,16 Jul 1989,March Judd,DNF,0
Germany,30 Jul 1989,March Judd,DNF,0
Hungary,13 Aug 1989,March Judd,DNF,0
Belgium,27 Aug 1989,March Judd,7,0
Italy,10 Sep 1989,March Judd,DNF,0
Portugal,24 Sep 1989,March Judd,10,0
Spain,01 Oct 1989,March Judd,DNF,0
Japan,22 Oct 1989,March Judd,7,0
Australia,05 Nov 1989,March Judd,7,0
