GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,Brabham Judd,DNF,0
San Marino,23 Apr 1989,Brabham Judd,DNF,0
Monaco,07 May 1989,Brabham Judd,6,1
Mexico,28 May 1989,Brabham Judd,9,0
United States,04 Jun 1989,Brabham Judd,DNF,0
Great Britain,16 Jul 1989,Brabham Judd,DNF,0
Germany,30 Jul 1989,Brabham Judd,8,0
Hungary,13 Aug 1989,Brabham Judd,12,0
Belgium,27 Aug 1989,Brabham Judd,DNF,0
Italy,10 Sep 1989,Brabham Judd,6,1
Portugal,24 Sep 1989,Brabham Judd,8,0
Spain,01 Oct 1989,Brabham Judd,DNF,0
Japan,22 Oct 1989,Brabham Judd,5,2
Australia,05 Nov 1989,Brabham Judd,DNF,0
