GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,McLaren Honda,11,0
San Marino,23 Apr 1989,McLaren Honda,1,9
Monaco,07 May 1989,McLaren Honda,1,9
Mexico,28 May 1989,McLaren Honda,1,9
United States,04 Jun 1989,McLaren Honda,DNF,0
Canada,18 Jun 1989,McLaren Honda,DNF,0
Great Britain,16 Jul 1989,McLaren Honda,DNF,0
Germany,30 Jul 1989,McLaren Honda,1,9
Hungary,13 Aug 1989,McLaren Honda,2,6
Belgium,27 Aug 1989,McLaren Honda,1,9
Italy,10 Sep 1989,McLaren Honda,DNF,0
Portugal,24 Sep 1989,McLaren Honda,DNF,0
Spain,01 Oct 1989,McLaren Honda,1,9
Australia,05 Nov 1989,McLaren Honda,DNF,0
