GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,Arrows Ford,DNF,0
San Marino,23 Apr 1989,Arrows Ford,9,0
Monaco,07 May 1989,Arrows Ford,7,0
Mexico,28 May 1989,Arrows Ford,7,0
United States,04 Jun 1989,Arrows Ford,3,4
Canada,18 Jun 1989,Arrows Ford,DNF,0
France,09 Jul 1989,Arrows Ford,7,0
Germany,30 Jul 1989,Arrows Ford,DNF,0
Hungary,13 Aug 1989,Arrows Ford,5,2
Belgium,27 Aug 1989,Arrows Ford,DNF,0
Portugal,24 Sep 1989,Arrows Ford,DNF,0
Spain,01 Oct 1989,Arrows Ford,DNF,0
Japan,22 Oct 1989,Arrows Ford,8,0
Australia,05 Nov 1989,Arrows Ford,DNF,0
