GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1989,Ligier Ford,9,0
San Marino,23 Apr 1989,Ligier Ford,DNF,0
Monaco,07 May 1989,Ligier Ford,DNF,0
Mexico,28 May 1989,Ligier Ford,8,0
France,09 Jul 1989,Ligier Ford,6,1
Great Britain,16 Jul 1989,Ligier Ford,7,0
Belgium,27 Aug 1989,Ligier Ford,13,0
Italy,10 Sep 1989,Ligier Ford,DNF,0
Spain,01 Oct 1989,Ligier Ford,DNF,0
Japan,22 Oct 1989,Ligier Ford,DNF,0
Australia,05 Nov 1989,Ligier Ford,DNF,0
