GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,10 May 1959,Ferrari,2,6
Netherlands,31 May 1959,Ferrari,DNF,0
France,05 Jul 1959,Ferrari,1,8
Great Britain,18 Jul 1959,Vanwall,DNF,0
Germany,02 Aug 1959,Ferrari,1,9
Portugal,23 Aug 1959,Ferrari,9,0
Italy,13 Sep 1959,Ferrari,DNF,0
United States,12 Dec 1959,Ferrari,3,4
