GRAND PRIX,DATE,CAR,RACE POSITION,PTS
France,05 Jul 1959,Ferrari,DNF,0
Germany,02 Aug 1959,Ferrari,2,6
Portugal,23 Aug 1959,Ferrari,3,4
Italy,13 Sep 1959,Ferrari,4,3
