GRAND PRIX,DATE,PTS
Argentina,28 Jan 1973,6
Brazil,11 Feb 1973,6
South Africa,03 Mar 1973,9
Spain,29 Apr 1973,6
Belgium,20 May 1973,9
Monaco,03 Jun 1973,9
Sweden,17 Jun 1973,4
France,01 Jul 1973,6
Great Britain,14 Jul 1973,2
Netherlands,29 Jul 1973,9
Germany,05 Aug 1973,9
Austria,19 Aug 1973,6
Italy,09 Sep 1973,3
Canada,23 Sep 1973,2
