GRAND PRIX,DATE,PTS
South Africa,03 Mar 1973,1
Spain,29 Apr 1973,4
Belgium,20 May 1973,0
Monaco,03 Jun 1973,0
Sweden,17 Jun 1973,0
France,01 Jul 1973,0
Great Britain,14 Jul 1973,0
Netherlands,29 Jul 1973,0
Germany,05 Aug 1973,0
Austria,19 Aug 1973,0
Italy,09 Sep 1973,0
Canada,23 Sep 1973,4
United States,07 Oct 1973,0
